"","assessment_sequence_id","student_id","student_or_la","pre_agree_to_participate","pre_submitted","pre_duration","post_agree_to_participate","post_submitted","post_duration","pre_answered","post_answered","pre_score","post_score","effect_size","learning_gain","gender_text","male","female","transgender","genderqueer_nonconforming","gender_noanswer","gender_other","hispanic","white","black","asian","american_indian","hawaiian_or_other_pacific_islander","race_noanswer","race_other","year_in_school","first_time","min_week_w_la_0","min_week_w_la_1to5","min_week_w_la_6to15","min_week_w_la_16to30","min_week_w_la_30plus","pre_1","pre_2","pre_3","pre_4","pre_5","pre_6","pre_7","pre_8","pre_9","pre_10","pre_11","pre_12","pre_13","pre_14","pre_15","pre_16","pre_17","pre_18","pre_19","pre_20","pre_21","pre_22","pre_23","pre_24","pre_25","pre_26","pre_27","pre_28","pre_29","pre_30","pre_31","pre_32","pre_33","pre_34","pre_35","pre_36","pre_37","pre_38","pre_39","pre_40","pre_41","pre_42","pre_43","pre_44","pre_45","pre_46","pre_47","post_1","post_2","post_3","post_4","post_5","post_6","post_7","post_8","post_9","post_10","post_11","post_12","post_13","post_14","post_15","post_16","post_17","post_18","post_19","post_20","post_21","post_22","post_23","post_24","post_25","post_26","post_27","post_28","post_29","post_30","post_31","post_32","post_33","post_34","post_35","post_36","post_37","post_38","post_39","post_40","post_41","post_42","post_43","post_44","post_45","post_46","post_47","pre_48","pre_49","pre_50","post_48","post_49","post_50","course_id","institution_id","ccihe_id","term","year","Bio","Chem","Math","Physics","Astronomy","n_of_qs_on_assessment","students_enrolled","pre_tests_completed","pre_agrees_to_participate","pre_declines_to_participate","post_tests_completed","post_agrees_to_participate","post_declines_to_participate","pre_nonresponses_to_participate","post_non_responses_to_participate","student_to_la_ratio","course_strat_interactive_lecture","course_strat_lecture","course_strat_discuss_small_groups","course_strat_design_activities","course_strat_req_work_together","course_strat_instr_solves_quant","course_strat_instr_solves_qual","course_strat_students_solve_quant","course_strat_students_solve_qual","times_taught","course_learning_goals_prob_solving","course_learning_goals_concept_understanding","course_learning_goals_attitudes_appreciation","course_use_las","la_primary_role","la_secondary_role","weekly_planning_time","times_taught_w_las","used_collaborative_learning","how_collected","community_college","public_inst","assessment_code","course_strat_integrated_lab_lecture","participate_credit_pre","participate_credit_post","participate_email_reminders","participate_inclass_reminders","discipline","has_multiple_versions","filter_question","PRE_start_date","PRE_end_date","POST_start_date","POST_end_date","pre_51","pre_52","post_51","post_52","ethnicity_text","race_text","time_with_la","pre_demographics_before","pre_assessment_version","post_demographics_before","post_assessment_version","n_of_qs_on_assessment_post","parent_degree","mideastern","multiracial","pre_consent","post_consent","pre_1_C","pre_2_C","pre_3_C","pre_4_C","pre_5_C","pre_6_C","pre_7_C","pre_8_C","pre_9_C","pre_10_C","pre_11_C","pre_12_C","pre_13_C","pre_14_C","pre_15_C","pre_16_C","pre_17_C","pre_18_C","pre_19_C","pre_20_C","pre_21_C","pre_22_C","pre_23_C","pre_24_C","pre_25_C","post_1_C","post_2_C","post_3_C","post_4_C","post_5_C","post_6_C","post_7_C","post_8_C","post_9_C","post_10_C","post_11_C","post_12_C","post_13_C","post_14_C","post_15_C","post_16_C","post_17_C","post_18_C","post_19_C","post_20_C","post_21_C","post_22_C","post_23_C","post_24_C","post_25_C"
"528","1014","35073","Student","I agree to share","2017-09-01 16:17:31",742.821,"I agree to share","2017-11-22 10:58:03",88.787,100,100,32,20,-0.690222072356077,"-0.17647058823529","Female",0,1,0,0,0,0,1,1,0,0,0,0,0,0,"1st",1,1,0,0,0,0,"c","d","c","e","b","a","a","d","e","c","e","a","a","b","c","b","b","c","c","c","c","b","e","d","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","c","b","b","c","b","b","b","d","a","d","d","c","c","c","e","b","b","a","a","b","b","d","b","a","a","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"529","1014","35072","Student","I agree to share","2017-08-31 23:47:55",4120.809,"I agree to share","2017-11-25 18:30:27",986.644,100,100,16,24,0.460148048237385,"0.095238095238095","Female",0,1,0,0,0,0,1,0,0,0,0,0,1,0,"2nd",1,0,0,1,0,0,"d","b","c","b","d","e","c","b","b","d","d","c","e","e","c","e","e","b","d","b","d","d","c","e","a","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","c","b","b","b","b","c","d","e","d","b","d","a","e","c","c","d","d","d","a","c","b","d","c","b","d","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"530","1014","35079","Student","I agree to share","2017-09-06 07:10:39",1321.85,NA,NA,NA,100,NA,24,NA,NA,NA,"Female",0,1,0,0,0,0,0,0,1,0,0,0,0,0,"2nd",1,0,0,0,0,0,"c","e","d","b","e","b","a","a","b","a","d","c","d","a","d","b","d","b","a","b","b","b","a","d","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","1014","35077","Student","I agree to share","2017-09-01 20:27:32",1852.824,"I agree to share","2017-11-22 22:16:40",186.836,100,96,28,24,-0.230074024118692,"-0.055555555555556","Female",0,1,0,0,0,0,0,1,0,0,0,0,0,0,"2nd",1,0,0,1,0,0,"d","b","b","c","d","a","c","e","c","a","e","a","b","e","c","d","a","d","b","d","b","d","b","c","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","c","a","d","d","b","b","c","e","b","b",NA,"d","b","b","b","d","d","a","a","c","b","c","b","d","a","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,NA,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"532","1014","35070","Student","I agree to share","2017-09-05 15:34:35",1619.643,"I agree to share","2017-11-22 12:48:07",635.855,100,100,32,36,0.230074024118692,"0.058823529411765","Male",1,0,0,0,0,0,0,0,0,1,0,0,0,0,"2nd",1,0,0,1,0,0,"a","b","c","e","b","c","d","e","e","e","e","a","c","d","b","d","e","d","b","e","e","c","c","a","d","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","b","d","c","e","b","c","a","d","e","d","d","d","c","b","b","d","e","b","b","a","a","d","c","d","e","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0
"533","1014","35080","Student","I agree to share","2017-09-03 18:54:56",2038.974,"I agree to share","2017-11-20 22:06:19",1402.186,100,100,44,52,0.460148048237385,"0.14285714285714","Female",0,1,0,0,0,0,0,0,0,1,0,0,0,0,"2nd",1,0,0,1,0,0,"c","b","d","c","b","a","d","d","d","d","c","a","d","d","e","d","d","e","a","e","c","e","e","d","e","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","c","c","a","e","b","a","c","d","e","c","d","a","d","d","e","d","d","b","a","a","b","b","e","d","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1
"534","1014","35082","Student","I agree to share","2017-09-03 10:30:22",892.037,"I agree to share","2017-12-08 16:33:17",490.39,100,100,24,28,0.230074024118692,"0.052631578947368","Female",0,1,0,0,0,0,0,0,0,1,0,0,0,0,"1st",0,0,1,0,0,0,"c","d","b","b","d","c","a","a","c","a","b","d","e","a","b","d","b","c","b","c","c","b","e","e","d","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","c","b","b","a","b","c","c","c","b","d","d","c","d","c","b","c","c","c","c","c","d","c","c","c","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"535","1014","35081","Student","I agree to share","2017-09-07 14:37:30",542.299,"I agree to share","2017-12-07 21:34:19",1000.331,100,100,48,44,-0.230074024118692,"-0.076923076923077","Male",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1st",1,0,1,0,0,0,"c","b","b","c","b","e","a","b","e","b","b","a","c","b","b","b","c","d","b","b","c","e","b","a","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","c","b","b","c","b","b","b","b","b","c","c","b","e","b","a","d","c","e","b","c","a","d","e","a","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
"536","1014","35083","Student","I agree to share","2017-09-05 00:03:37",1166.86,"I agree to share",NA,NA,100,NA,76,NA,NA,NA,"Male",1,0,0,0,0,0,1,1,0,0,0,0,0,0,"1st",1,1,0,0,0,0,"c","b","b","b","b","a","a","b","e","c","b","a","d","a","b","d","d","b","b","a","c","b","d","d","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","1014","35086","Student","I agree to share","2017-08-31 19:57:22",5266.382,"I do not agree to share",NA,NA,100,100,32,NA,2.07066621706823,"0.52941176470588","Female",0,1,0,0,0,0,0,1,0,0,0,0,0,0,"1st",1,0,1,0,0,0,"b","b","b","b","b","b","b","d","b","a","d","a","c","a","b","d","d","b","a","b","a","d","b","a","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","1014","35089","Student","I agree to share","2017-09-09 13:53:56",1543.352,"I agree to share","2017-11-20 17:06:38",793.802,100,100,80,84,0.230074024118692,"0.2","Male",1,0,0,0,0,0,0,0,0,1,0,0,0,0,"1st",1,0,0,0,1,0,"a","b","d","a","b","a","c","b","b","d","b","a","d","c","b","d","c","b","b","a","c","d","d","d","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","c","b","d","a","b","a","d","b","e","d","b","a","d","e","b","d","c","e","b","a","c","d","d","d","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
"539","1014","35095","Student","I agree to share","2017-08-31 20:45:10",535.412,"I agree to share","2017-11-23 21:43:26",1455.943,100,100,28,32,0.230074024118692,"0.055555555555556","Male",1,0,0,0,0,0,1,1,0,0,0,0,0,0,"2nd",1,1,0,0,0,0,"b","c","d","a","a","b","b","e","a","a","d","e","b","d","b","c","a","a","a","d","b","d","d","a","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","b","c","c","c","b","d","a","d","d","d","d","b","d","b","b","d","a","d","a","c","c","d","a","d","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1
"540","1014","35096","Student","I agree to share","2017-09-05 21:35:13",4534.429,NA,NA,NA,100,NA,28,NA,NA,NA,"Female",0,1,0,0,0,0,0,0,0,1,0,0,0,0,"2nd",1,0,0,0,0,0,"d","b","b","a","d","b","a","c","e","d","a","a","b","d","c","d","b","b","e","b","b","b","b","b","a","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","1014","35091","Student","I agree to share","2017-08-31 18:16:10",469.359,"I do not agree to share",NA,NA,100,100,44,NA,-0.690222072356077,"-0.21428571428571","Female",0,1,0,0,0,0,0,1,0,0,0,0,0,0,"2nd",0,0,1,0,0,0,"c","b","b","d","c","a","a","a","e","c","c","a","d","d","d","d","c","c","e","c","d","c","e","d","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","1014","35088","Student","I agree to share","2017-09-13 20:58:31",2671.32,"I agree to share","2017-12-13 19:22:15",771.897,100,100,48,40,-0.460148048237385,"-0.15384615384615","Male",1,0,0,0,0,0,1,1,0,0,0,0,0,0,"1st",1,0,1,0,0,0,"c","d","d","a","d","a","c","d","a","b","b","a","c","a","c","d","e","b","b","e","c","c","c","d","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","a","b","d","b","b","c","b","d","b","b","e","a","c","a","c","b","e","b","b","a","c","b","c","b","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
"543","1014","35097","Student","I agree to share","2017-09-13 19:21:52",4756.657,NA,NA,NA,100,NA,36,NA,NA,NA,"Male",1,0,0,0,0,0,0,0,1,0,0,0,0,0,"2nd",1,0,0,0,0,0,"c","b","d","a","a","d","c","b","d","a","c","c","c","e","b","d","d","b","a","b","c","a","c","b","a","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","1014","35098","Student",NA,NA,NA,"I agree to share","2017-12-13 13:17:08",613.484,NA,100,NA,40,NA,NA,"Male",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"2nd",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a","b","d","b","b","a","e","d","e","d","c","d","e","c","b","d","d","d","b","b","b","d","a","d","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,"-","-","-",707,276,145600,"Fall","2017",0,0,1,0,0,25,1145,876,681,246,709,552,197,93,260,"N/A","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"1",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (more than 50% of the total class time)",NA,45,"1",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
