"","student_id","course_id","pre_score","post_score","institution_id","year","term","instructor","male","female","parent_degree","course_use_las","pre_1","pre_2","pre_3","pre_4","pre_5","pre_6","pre_7","pre_8","pre_9","pre_10","pre_11","pre_13","pre_14","pre_15","pre_16","pre_17","pre_18","post_1","post_2","post_3","post_4","post_5","post_6","post_7","post_8","post_9","post_10","post_11","post_13","post_14","post_15","post_16","post_17","post_18"
"11","60645","1318",33.333333333333,NA,"24",2019,"Spring","Christine Herrera",0,1,NA,"Y","d","a","b","f","a","d","d","f","e","e","e","b","b","a","a","f","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","27797","1318",22.222222222222,NA,"24",2019,"Spring","Christine Herrera",0,1,NA,"Y","d","a","b","b","b","d","c","a","c","d","c","b","b","a","b","b","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","57608","1318",22.222222222222,NA,"24",2019,"Spring","Christine Herrera",1,0,NA,"Y","c","c","b","f","a","d","d","f","e","e","e","a","c","d","e","f","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","36747","1318",16.666666666667,NA,"24",2019,"Spring","Christine Herrera",1,0,NA,"Y","c","c","c","b","b","a","e","c","a","d","c","a","a","a","c","e","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","57610","1318",38.888888888889,NA,"24",2019,"Spring","Christine Herrera",0,1,NA,"Y","c","b","c","c","a","d","d","a","b","e","c","b","a","d","d","f","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","57609","1318",27.777777777778,NA,"24",2019,"Spring","Christine Herrera",1,0,NA,"Y","d","e","c","f","b","a","d","e","c","d","d","b","b","a","d","e","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","21460","1318",22.222222222222,NA,"24",2019,"Spring","Christine Herrera",0,1,NA,"Y","c","e","c","c","b","d","e","a","d","e","a","e","b","d","d","f","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","57615","1318",16.666666666667,NA,"24",2019,"Spring","Christine Herrera",0,1,NA,"Y","d","b","e","e","b","d","e","d","e","e","d","e","b","a","a","e","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","57618","1318",16.666666666667,NA,"24",2019,"Spring","Christine Herrera",1,0,NA,"Y","e","e","e","f","a","d","e","e","e","e","e","d","c","d","e","f","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","60696","1275",NA,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","c","b","f","a","b","b","c","c","e","a","b","b","b","c","f","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","58245","1275",NA,55.555555555556,"72",2019,"Spring","Martina Bode",1,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","b","b","b","a","b","e","c","b","e","b","b","b","d","d","a","a"
"22","58247","1275",38.888888888889,66.666666666667,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","e","b","e","b","a","d","e","a","d","c","b","a","b","d","a","a","c","b","b","e","b","c","d","c","c","d","b","b","b","b","d","a","a"
"23","58249","1275",NA,27.777777777778,"72",2019,"Spring","Martina Bode",1,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","b","a","e","b","a","b","c","b","e","a","c","a","d","d","e","a"
"24","58250","1275",50,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","b","b","b","a","c","d","c","c","b","d","b","a","b","d","c","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","58251","1275",44.444444444444,38.888888888889,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","e","b","e","b","a","d","b","d","d","b","b","b","a","d","a","a","c","c","b","e","b","d","d","e","d","c","d","d","b","a","d","a","a"
"26","58253","1275",27.777777777778,61.111111111111,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","e","d","f","c","d","e","c","d","e","e","b","b","b","d","b","a","c","b","b","f","a","a","d","a","b","e","b","c","b","b","d","a","a"
"27","58255","1275",50,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","a","e","b","f","b","d","e","c","b","d","b","b","b","a","d","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","44393","1275",NA,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","b","c","b","b","a","c","d","d","a","c","c","b","c","c","c","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","58260","1275",NA,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","e","d","e","b","c","e","d","b","e","e","b","c","d","d","d","a","c","a","c","a","b","a","a","c","a","b","a","a","c","b","a","b","a"
"30","58261","1275",38.888888888889,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","a","a","c","b","b","e","c","b","d","a","b","b","a","e","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","58262","1275",38.888888888889,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","d","a","b","e","b","a","d","c","b","c","a","a","a","d","d","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","58263","1275",NA,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","b","b","e","e","b","c","e","f","b","c","c","b","b","b","d","a","a","c","a","b","a","b","d","e","f","e","b","c","b","a","b","b","b","a"
"33","58264","1275",50,44.444444444444,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","c","c","c","b","a","d","c","c","d","b","b","a","b","d","a","a","c","b","b","c","b","a","b","c","c","c","b","b","a","b","d","c","a"
"34","34502","1275",NA,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","a","b","c","a","b","a","c","e","c","a","b","c","a","b","e","c","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","58266","1275",27.777777777778,22.222222222222,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","a","e","b","a","d","c","c","a","d","c","e","a","b","b","c","a","c","d","d","c","b","b","d","a","a","c","a","b","a","b","b","b","a"
"36","60957","1275",61.111111111111,72.222222222222,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","b","b","b","c","b","a","d","a","b","d","b","c","b","a","b","f","c","c","b","b","c","c","c","d","c","d","d","b","c","b","b","d","a","a"
"37","58268","1275",55.555555555556,61.111111111111,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","a","b","c","a","c","d","c","b","c","a","b","a","a","d","a","a","c","b","b","c","b","a","d","c","b","d","a","b","b","a","d","a","a"
"38","34503","1275",NA,50,"72",2019,"Spring","Martina Bode",0,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","b","b","c","b","d","a","c","a","d","b","b","a","a","d","a","a"
"39","42666","1275",16.666666666667,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","d","c","f","b","c","e","f","d","e","c","b","b","d","b","b","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","58270","1275",44.444444444444,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","e","d","d","a","b","b","c","a","d","c","c","b","b","d","d","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","58272","1275",NA,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","a","c","b","a","a","c","d","b","b","b","b","b","c","a","d","b","c","e","c","b","b","a","a","e","b","b","b","c","a","c","d","e","a"
"42","58275","1275",NA,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","b","a","c","b","a","a","c","d","b","c","c","c","b","a","c","a","a","d","c","b","b","a","c","b","c","b","d","a","c","b","a","a","d","a"
"43","58277","1275",61.111111111111,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","c","b","d","b","c","d","c","b","d","b","b","b","a","d","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","58278","1275",61.111111111111,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","a","b","b","a","a","a","d","c","b","d","b","b","a","c","d","d","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","58280","1275",33.333333333333,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","d","c","b","e","b","d","e","e","b","d","e","b","a","d","d","d","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","58281","1275",44.444444444444,66.666666666667,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","e","b","c","b","d","e","c","b","c","d","b","b","c","d","a","a","c","e","b","e","a","c","d","c","c","d","b","d","b","a","b","a","c"
"47","58283","1275",38.888888888889,66.666666666667,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","e","c","c","a","c","c","c","a","e","a","b","b","a","d","e","d","c","d","b","c","a","c","d","c","a","d","b","b","a","b","d","a","a"
"48","58284","1275",55.555555555556,44.444444444444,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","d","b","b","c","b","d","d","c","d","d","b","b","a","d","d","a","a","c","b","b","e","b","d","d","e","d","e","b","c","a","d","d","a","c"
"49","58285","1275",50,50,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","d","e","a","c","a","c","d","a","b","d","a","b","b","d","d","e","a","c","c","a","c","a","a","d","c","b","d","a","b","a","d","d","a","a"
"50","58286","1275",33.333333333333,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","b","c","b","d","b","a","a","e","b","d","a","d","a","c","b","d","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","58287","1275",38.888888888889,33.333333333333,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","e","c","c","a","c","e","c","c","e","d","b","b","d","d","d","d","c","b","b","f","b","a","d","a","d","d","d","b","a","d","d","d","a"
"52","58288","1275",44.444444444444,27.777777777778,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","a","b","c","a","d","d","c","b","e","a","c","c","a","d","d","d","c","c","b","c","a","d","c","a","d","c","a","e","c","d","b","c","c"
"53","58289","1275",NA,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","e","e","f","b","a","e","f","d","e","e","e","c","d","e","d","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","58290","1275",50,38.888888888889,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","b","a","b","a","c","d","c","a","d","a","b","b","a","a","d","c","c","c","c","b","a","a","d","b","c","d","a","c","b","a","a","a","c"
"55","58291","1275",22.222222222222,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","c","e","c","a","d","e","e","d","e","a","e","c","a","d","e","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","58292","1275",50,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","a","b","c","a","c","d","e","e","d","a","c","a","a","d","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","58293","1275",33.333333333333,27.777777777778,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","a","b","c","b","c","c","c","c","e","a","b","a","d","d","f","a","a","a","c","c","a","c","e","a","b","b","e","b","a","d","b","d","a"
"58","58294","1275",16.666666666667,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","a","e","b","a","a","e","f","d","c","e","a","c","c","e","e","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","58296","1275",27.777777777778,27.777777777778,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","e","c","c","a","d","e","c","c","d","c","c","a","d","c","f","a","c","d","b","b","a","a","b","c","b","e","a","c","c","a","c","b","a"
"60","34512","1275",NA,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","a","b","c","d","b","c","b","a","d","c","b","b","b","c","d","b","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","58297","1275",44.444444444444,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","a","d","c","c","a","e","c","b","c","b","b","b","d","d","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","58298","1275",NA,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","a","e","c","e","b","a","b","e","a","c","b","b","b","d","c","a","a","a","e","b","b","b","a","c","a","d","b","c","e","a","c","e","b","a"
"63","58299","1275",NA,44.444444444444,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","a","b","d","b","b","b","c","a","d","a","c","b","a","c","a","d","b","d","e","b","d","a","c","b","d","b","c","a","b","c","d","d","a","c"
"64","58300","1275",33.333333333333,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","e","a","d","b","c","e","e","b","d","c","c","a","a","d","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","44000","1275",44.444444444444,50,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","d","b","b","a","c","d","d","b","e","a","a","a","a","d","d","c","c","a","b","c","a","a","d","e","b","d","b","a","a","c","a","e","c"
"66","58301","1275",27.777777777778,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","d","c","b","a","a","b","e","b","b","b","a","b","c","a","d","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","42692","1275",NA,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","a","b","c","b","b","c","a","c","a","b","c","b","a","d","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","58302","1275",NA,22.222222222222,"72",2019,"Spring","Martina Bode",0,1,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","a","b","d","b","a","e","d","d","d","b","e","c","c","b","e","a"
"69","58303","1275",50,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","b","e","b","c","a","d","e","c","b","c","c","d","a","c","d","e","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","58304","1275",50,61.111111111111,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","c","b","e","a","a","d","c","b","d","a","c","b","b","b","b","a","d","b","b","b","b","c","c","c","b","c","b","c","b","b","d","a","a"
"71","42699","1275",38.888888888889,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","c","b","b","b","c","e","c","d","d","a","c","b","a","a","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","58306","1275",50,50,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","b","b","c","b","c","d","c","b","e","e","e","c","d","e","a","a","c","b","b","c","b","b","d","a","b","d","a","b","a","b","c","a","a"
"73","58307","1275",38.888888888889,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","d","e","b","f","b","d","e","e","c","d","a","d","b","d","b","a","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","58310","1275",NA,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","b","a","c","b","c","d","c","d","c","c","a","c","c","c","a"
"75","58311","1275",55.555555555556,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","b","e","b","c","b","a","c","c","c","d","a","c","a","b","d","a","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","58312","1275",33.333333333333,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","d","a","a","b","c","d","b","b","d","c","b","b","a","c","b","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","58313","1275",NA,50,"72",2019,"Spring","Martina Bode",1,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","b","a","c","a","b","a","c","a","d","a","b","b","c","d","e","c"
"78","58314","1275",44.444444444444,38.888888888889,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","d","c","c","b","d","d","c","b","d","a","c","a","d","d","a","a","c","b","b","b","b","a","d","d","b","d","a","c","a","a","e","a","a"
"79","58316","1275",27.777777777778,33.333333333333,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","d","c","c","b","b","b","d","c","a","e","d","c","b","a","d","b","a","d","c","c","c","b","b","b","c","b","c","a","b","a","b","d","b","a"
"80","58317","1275",16.666666666667,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","d","a","b","b","d","e","c","c","c","e","b","a","a","a","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","58319","1275",50,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","b","e","b","c","b","d","d","c","b","c","a","c","a","a","a","a","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","58320","1275",77.777777777778,66.666666666667,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","a","e","b","c","a","c","d","c","b","d","b","d","a","b","d","a","a","a","b","b","c","a","c","d","c","b","e","b","d","a","d","d","f","a"
"83","58322","1275",NA,44.444444444444,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","d","a","b","a","d","e","a","b","e","c","c","a","b","d","c","a","e","a","b","c","a","d","e","c","b","e","a","b","b","d","d","b","a"
"84","58324","1275",44.444444444444,33.333333333333,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","b","a","c","a","c","e","e","d","b","c","c","b","b","d","d","a","c","e","b","b","b","a","e","e","d","b","b","b","b","c","d","a","a"
"85","58325","1275",22.222222222222,33.333333333333,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","d","e","e","f","b","d","e","c","d","c","a","c","a","d","d","a","a","d","a","b","c","b","a","b","b","b","b","a","b","a","b","d","d","a"
"86","58326","1275",33.333333333333,55.555555555556,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","a","b","b","b","b","b","d","d","d","c","a","b","a","a","d","a","a","a","a","b","b","a","c","d","c","b","b","a","b","a","b","d","a","a"
"87","58327","1275",55.555555555556,61.111111111111,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","b","b","c","b","d","d","e","d","c","b","d","b","b","d","c","b","d","b","a","c","b","c","d","a","b","d","b","b","b","b","d","d","a"
"88","58329","1275",44.444444444444,50,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","a","b","b","c","b","c","d","b","b","c","a","c","a","a","d","b","a","c","b","b","c","b","c","d","a","b","c","a","c","a","c","d","a","a"
"89","58330","1275",NA,33.333333333333,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","a","e","d","c","b","a","e","d","d","e","e","c","c","d","d","f","d","c","c","b","e","b","c","b","a","c","d","e","b","a","b","d","c","b"
"90","58331","1275",55.555555555556,50,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","a","b","b","d","a","c","d","e","b","d","a","d","a","d","d","d","a","a","e","b","d","a","a","d","c","b","e","e","d","a","d","d","a","a"
"91","58332","1275",27.777777777778,22.222222222222,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","d","b","d","a","c","d","f","d","e","d","a","a","a","b","b","d","c","c","d","d","a","b","d","b","d","a","b","b","a","a","b","d","b"
"92","58334","1275",27.777777777778,22.222222222222,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","a","b","b","c","d","c","c","b","c","a","c","a","a","b","a","b","c","a","a","b","b","c","b","c","b","c","a","a","a","a","a","d","b"
"93","42731","1275",33.333333333333,27.777777777778,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","b","b","c","b","a","d","a","b","c","a","c","c","a","b","b","b","c","b","b","e","b","a","d","a","d","b","a","c","b","a","a","e","a"
"94","58336","1275",16.666666666667,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","e","c","f","b","b","e","f","e","e","e","b","b","d","d","e","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","58337","1275",NA,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"96","58338","1275",66.666666666667,66.666666666667,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","b","b","c","a","d","d","c","b","d","b","b","a","d","d","a","a","c","b","b","c","a","d","d","c","b","d","b","c","a","a","d","a","a"
"97","58340","1275",50,50,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","c","b","c","b","c","d","c","a","d","a","b","a","a","d","a","a","c","b","b","c","b","c","d","a","b","c","a","b","a","d","d","a","a"
"98","58341","1275",NA,33.333333333333,"72",2019,"Spring","Martina Bode",0,1,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","a","a","b","a","d","c","b","d","c","b","a","a","a","a","a"
"99","35188","1275",NA,55.555555555556,"72",2019,"Spring","Martina Bode",1,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","c","b","a","a","c","c","c","b","d","c","c","b","a","d","a","a"
"100","58342","1275",NA,38.888888888889,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","d","c","b","c","b","c","c","a","b","d","c","b","c","c","c","d","a","c","d","b","f","b","c","b","a","b","d","a","b","b","a","d","d","a"
"101","58343","1275",50,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","d","b","b","a","c","d","e","a","d","a","b","a","b","d","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","58344","1275",NA,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b","b","b","c","b","c","d","c","b","c","c","d","b","d","e","f","d"
"103","42742","1275",44.444444444444,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","b","a","a","c","a","c","e","d","b","e","e","b","a","d","d","a","d","a","e","b","c","c","c","c","d","b","e","e","c","b","c","b","c","b"
"104","58345","1275",NA,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","a","b","e","a","c","c","a","b","d","a","a","a","b","d","a","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","58347","1275",33.333333333333,55.555555555556,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","c","b","f","b","d","e","c","b","c","a","e","b","d","d","f","a","c","b","a","c","b","c","d","e","a","d","b","b","b","b","d","d","a"
"106","58348","1275",NA,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e","e","c","c","b","c","c","c","c","c","d","b","b","d","d","a","a"
"107","58350","1275",77.777777777778,66.666666666667,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","b","b","b","c","b","c","d","c","b","c","b","c","a","b","d","a","c","c","b","b","c","b","c","d","c","b","d","a","b","a","b","d","a","b"
